<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.23	5432.8680	5470.0310	5382.3480	5396.8810	82049	0	530
2024.12.24	5396.8890	5433.1480	5354.9080	5433.1480	82000	0	530
2024.12.25	5433.1520	5450.0910	5363.4770	5385.1560	82053	0	530
2024.12.26	5385.1590	5398.3820	5263.8840	5295.4500	81819	0	520
2024.12.27	5295.4520	5453.8650	5295.3030	5453.8650	81936	0	520
2024.12.28	5453.8680	5460.2510	5318.8410	5363.0190	81926	0	530
2024.12.29	5363.0210	5388.3390	5307.5560	5342.5930	81979	0	530
2024.12.30	5342.6010	5431.8340	5304.7810	5431.8340	81944	0	530
2024.12.31	5431.8460	5498.9110	5393.3630	5463.8270	81961	0	530
2025.01.01	5463.8340	5513.9240	5425.3200	5483.8980	82057	0	540
2025.01.02	5483.9060	5515.1060	5457.9640	5474.8940	82022	0	540
2025.01.03	5474.8990	5559.4390	5463.2490	5507.9780	82136	0	540
2025.01.04	5507.9840	5518.4990	5370.2030	5409.7840	82025	0	530
2025.01.05	5409.7850	5428.9610	5300.1140	5329.4010	81945	0	530
2025.01.06	5329.4010	5356.5360	5285.3920	5348.9270	81818	0	520
2025.01.07	5348.9310	5410.2840	5329.6480	5332.1920	81906	0	530
2025.01.08	5332.1990	5371.7360	5320.6910	5343.3330	82055	0	530
2025.01.09	5343.3420	5369.8890	5267.0590	5315.1770	81873	0	520
2025.01.10	5315.1790	5375.0460	5302.8400	5373.8110	81903	0	530
2025.01.11	5373.8120	5433.5830	5368.9910	5403.5600	81967	0	530
2025.01.12	5403.5730	5446.9680	5344.1560	5357.1690	81921	0	530
2025.01.13	5357.1750	5434.4060	5324.5930	5411.3370	81108	0	530
2025.01.14	5411.3410	5446.8290	5346.7410	5438.9340	81959	0	530
2025.01.15	5438.9390	5454.9430	5310.1970	5333.2250	82000	0	530
2025.01.16	5333.2340	5392.6540	5314.2960	5376.3110	81745	0	530
2025.01.17	5376.3210	5490.3940	5340.0110	5479.5990	82021	0	530
2025.01.18	5479.6090	5536.4080	5479.6090	5497.0480	82097	0	540
2025.01.19	5497.0540	5512.5140	5449.8910	5512.5140	81750	0	540
2025.01.20	5512.5240	5560.0470	5475.8920	5490.1090	81992	0	540
2025.01.21	5490.1150	5524.4010	5392.5990	5497.0640	81962	0	530
2025.01.22	5497.0680	5517.1930	5446.1360	5488.4300	81930	0	540
2025.01.23	5488.4380	5489.0940	5377.5650	5399.1410	82005	0	530
2025.01.24	5399.1520	5445.8580	5351.8950	5438.6930	81944	0	530
2025.01.25	5438.7030	5461.6650	5372.7000	5374.3910	81965	0	530
2025.01.26	5374.3940	5387.9200	5318.3530	5327.1490	81987	0	530
2025.01.27	5327.1560	5342.4820	5269.4340	5299.6690	81957	0	520
2025.01.28	5299.6740	5384.3940	5297.7400	5351.6780	81956	0	520
2025.01.29	5351.6820	5471.6310	5350.1730	5471.6310	82067	0	530
2025.01.30	5471.6310	5487.1850	5360.5970	5436.3080	81898	0	530
2025.01.31	5436.3110	5542.0510	5436.3110	5528.6240	82039	0	540
2025.02.01	5528.6350	5545.5040	5417.0230	5425.7830	82001	0	540
2025.02.02	5425.7960	5451.7920	5363.1910	5402.5880	81941	0	530
2025.02.03	5402.5950	5405.6160	5186.8880	5204.1450	81977	0	510
2025.02.04	5204.1640	5225.3520	5156.9140	5169.7480	81774	0	510
2025.02.05	5169.7490	5177.6780	5095.3370	5164.1920	81785	0	500
2025.02.06	5164.1930	5205.6800	5157.7250	5177.8280	81770	0	510
2025.02.07	5177.8340	5181.6250	5054.2500	5090.4490	81671	0	500
2025.02.08	5090.4520	5142.7530	5057.0900	5059.0230	81713	0	500
2025.02.09	5059.0290	5060.8650	4936.2720	4954.3340	81667	0	490
